0, 0, FF7F3FFF, FFFFFFFF
0, 112, FFFF3FFF, FFFFFFFF
0, 113, C000, 0
0, 114, FF3F3FFF, FFFFFFFF
0, 115, C000, 0
0, 116, FFFF3FFF, FFFFFFFF
0, 117, C000, 0
0, 118, FFFF3FFF, FFFFFFFF
0, 119, 80C000, 0
0, 120, FFFF3FFF, FFFFFFFF
0, 121, C000, 0
0, 122, FFBF3FFF, FFFFFFFF
0, 123, C000, 0
0, 124, FF7F3FFF, FFFFFFFF
0, 125, 40C000, 0
0, 126, FF7F3FFF, FFFFFFFF
0, 127, 8000C000, 0
0, 128, FFFF3FFF, FFFFFFFF
0, 129, C000, 0
0, 130, FFBF3FFF, FFFFFFFF
0, 131, 40C000, 0
0, 132, FFBF3FFF, FFFFFFFF
0, 133, C000, 0
0, 134, FFFF3FFF, FFFFFFFF
0, 135, C000, 0
0, 136, FFFF3FFF, FFFFFFFF
0, 137, 80C000, 0
0, 138, FFFF3FFF, FFFFFFFF
0, 139, C000, 0
0, 140, FFFF3FFF, FFFFFFFF
0, 141, C000, 0
0, 142, FF7F3FFF, FFFFFFFF
0, 143, 40C000, 0
0, 144, FFFF3FFF, FFFFFFFF
0, 145, C000, 0
0, 146, FFBF3FFF, FFFFFFFF
0, 147, C000, 0
0, 148, FFBF3FFF, FFFFFFFF
0, 149, C000, 0
0, 150, FFFF3FFF, FFFFFFFF
0, 151, 40C000, 0
0, 152, FFFF3FFF, FFFFFFFF
0, 153, 80C000, 0
0, 154, FFBF3FFF, FFFFFFFF
0, 155, C000, 0
0, 156, FFBF3FFF, FFFFFFFF
0, 157, 40C000, 0
0, 158, FFFF3FFF, FFFFFFFF
0, 159, 8000C000, 0
0, 160, FFFF3FFF, FFFFFFFF
0, 161, C000, 0
0, 162, FFBF3FFF, FFFFFFFF
0, 163, C000, 0
0, 164, FF7F3FFF, FFFFFFFF
0, 165, C000, 0
0, 166, FFFF3FFF, FFFFFFFF
0, 167, 80C000, 0
0, 168, FFFF3FFF, FFFFFFFF
0, 169, C000, 0
0, 170, FFFF3FFF, FFFFFFFF
0, 171, 40C000, 0
0, 172, FFFF3FFF, FFFFFFFF
0, 173, C000, 0
0, 174, FFFF3FFF, FFFFFFFF
0, 175, C000, 0
0, 176, FFFF3FFF, FFFFFFFF
0, 177, 80C000, 0
0, 178, FFBF3FFF, FFFFFFFF
0, 179, 80C000, 0
0, 180, FFFF3FFF, FFFFFFFF
0, 181, 8000C000, 0
0, 182, FFFF3FFF, FFFFFFFF
0, 183, 40C000, 0
0, 184, FF7F3FFF, FFFFFFFF
0, 185, C000, 0
0, 186, FFFF3FFF, FFFFFFFF
0, 187, C000, 0
0, 188, FFFF3FFF, FFFFFFFF
0, 189, 40C000, 0
0, 190, FFFF3FFF, FFFFFFFF
0, 191, C000, 0
0, 192, FFFF3FFF, FFFFFFFF
0, 193, C000, 0
0, 194, FFFF3FFF, FFFFFFFF
0, 195, C000, 0
0, 196, FFFF3FFF, FFFFFFFF
0, 197, C000, 0
0, 198, FFBF3FFF, FFFFFFFF
0, 199, C000, 0
0, 200, FFFF3FFF, FFFFFFFF
0, 201, 40C000, 0
0, 202, FFFF3FFF, FFFFFFFF
0, 203, C000, 0
0, 204, FFFF3FFF, FFFFFFFF
0, 205, C000, 0
0, 206, FFFF3FFF, FFFFFFFF
0, 207, 8000C000, 0
0, 208, FFBF3FFF, FFFFFFFF
0, 209, C000, 0
0, 210, FFBF3FFF, FFFFFFFF
0, 211, 80C000, 0
0, 212, FFFF3FFF, FFFFFFFF
0, 213, 8080C000, 0
0, 214, FFFF3FFF, FFFFFFFF
0, 215, C000, 0
0, 216, FF7F3FFF, FFFFFFFF
0, 217, C000, 0
0, 218, FFBF3FFF, FFFFFFFF
0, 219, C000, 0
0, 220, FFFF3FFF, FFFFFFFF
0, 221, 8040C000, 0
0, 222, FF7F3FFF, FFFFFFFF
0, 223, C000, 0
0, 224, FFFF3FFF, FFFFFFFF
0, 225, C000, 0
0, 226, FFFF3FFF, FFFFFFFF
0, 227, 80C000, 0
0, 228, FFFF3FFF, FFFFFFFF
0, 229, C000, 0
0, 230, FFFF3FFF, FFFFFFFF
0, 231, 80C000, 0
0, 232, FFFF3FFF, FFFFFFFF
0, 233, 40C000, 0
0, 234, FFFF3FFF, FFFFFFFF
0, 235, C000, 0
0, 236, FFFF3FFF, FFFFFFFF
0, 237, C000, 0
0, 238, FFFF3FFF, FFFFFFFF
0, 239, C000, 0
0, 240, FFBF3FFF, FFFFFFFF
0, 241, C000, 0
0, 242, FFFF3FFF, FFFFFFFF
0, 243, C000, 0
0, 244, FFFF3FFF, FFFFFFFF
0, 245, C000, 0
0, 246, FFFF3FFF, FFFFFFFF
0, 247, C000, 0
0, 248, FFFF3FFF, FFFFFFFF
0, 249, C000, 0
0, 250, FFBF3FFF, FFFFFFFF
0, 251, C000, 0
0, 252, FFBF3FFF, FFFFFFFF
0, 253, C000, 0
0, 254, FFFF3FFF, FFFFFFFF
0, 255, C000, 0
0, 256, FFFF3FFF, FFFFFFFF
0, 257, C000, 0
0, 258, FFFF3FFF, FFFFFFFF
0, 259, C000, 0
0, 260, FFBF3FFF, FFFFFFFF
0, 261, 8000C000, 0
0, 262, FFFF3FFF, FFFFFFFF
0, 263, C000, 0
0, 264, FFFF3FFF, FFFFFFFF
0, 265, C0C000, 0
0, 266, FFFF3FFF, FFFFFFFF
0, 267, C000, 0
0, 268, FFFF3FFF, FFFFFFFF
0, 269, 8000C000, 0
0, 270, FFFF3FFF, FFFFFFFF
0, 271, 40C000, 0
0, 272, FF3F3FFF, FFFFFFFF
0, 273, C000, 0
0, 274, FFBF3FFF, FFFFFFFF
0, 275, C000, 0
0, 276, FFFF3FFF, FFFFFFFF
0, 277, C000, 0
0, 278, FF7F3FFF, FFFFFFFF
0, 279, 8040C000, 0
0, 280, FF7F3FFF, FFFFFFFF
0, 281, C000, 0
0, 282, FFFF3FFF, FFFFFFFF
0, 283, C000, 0
0, 284, FFBF3FFF, FFFFFFFF
0, 285, 40C000, 0
0, 286, FFFF3FFF, FFFFFFFF
0, 287, 8000C000, 0
0, 288, FFFF3FFF, FFFFFFFF
0, 289, C000, 0
0, 290, FFBF3FFF, FFFFFFFF
0, 291, 80C000, 0
0, 292, FFFF3FFF, FFFFFFFF
0, 293, C000, 0
0, 294, FFFF3FFF, FFFFFFFF
0, 295, C000, 0
0, 296, FFFF3FFF, FFFFFFFF
0, 297, C000, 0
0, 298, FFFF3FFF, FFFFFFFF
0, 299, 40C000, 0
0, 300, FF7F3FFF, FFFFFFFF
0, 301, 40C000, 0
0, 302, FFBF3FFF, FFFFFFFF
0, 303, C000, 0
0, 304, FFFF3FFF, FFFFFFFF
0, 305, C000, 0
0, 306, FFBF3FFF, FFFFFFFF
0, 307, C000, 0
0, 308, FFBF3FFF, FFFFFFFF
0, 309, 80C000, 0
0, 310, FFFF3FFF, FFFFFFFF
0, 311, 8040C000, 0
0, 312, FF7F3FFF, FFFFFFFF
0, 313, C000, 0
0, 314, FFFF3FFF, FFFFFFFF
0, 315, C000, 0
0, 316, FFFF3FFF, FFFFFFFF
0, 317, 80C000, 0
0, 318, FFFF3FFF, FFFFFFFF
0, 319, C000, 0
0, 320, FFFF3FFF, FFFFFFFF
0, 321, C000, 0
0, 322, FFFF3FFF, FFFFFFFF
0, 323, C000, 0
0, 324, FFBF3FFF, FFFFFFFF
0, 325, 8040C000, 0
0, 326, FFFF3FFF, FFFFFFFF
0, 327, 40C000, 0
0, 328, FFFF3FFF, FFFFFFFF
0, 329, C000, 0
0, 330, FF7F3FFF, FFFFFFFF
0, 331, 40C000, 0
0, 332, FFFF3FFF, FFFFFFFF
0, 333, 80C000, 0
0, 334, FFFF3FFF, FFFFFFFF
0, 335, 8000C000, 0
0, 336, FF7F3FFF, FFFFFFFF
0, 337, C000, 0
0, 338, FFBF3FFF, FFFFFFFF
0, 339, C000, 0
0, 340, FFFF3FFF, FFFFFFFF
0, 341, C000, 0
0, 342, FFFF3FFF, FFFFFFFF
0, 343, 40C000, 0
0, 344, FFFF3FFF, FFFFFFFF
0, 345, C000, 0
0, 346, FFFF3FFF, FFFFFFFF
0, 347, C000, 0
0, 348, FFFF3FFF, FFFFFFFF
0, 349, 8040C000, 0
0, 350, FF7F3FFF, FFFFFFFF
0, 351, 8000C000, 0
0, 352, FFFF3FFF, FFFFFFFF
0, 353, C000, 0
0, 354, FFBF3FFF, FFFFFFFF
0, 355, C000, 0
0, 356, FFFF3FFF, FFFFFFFF
0, 357, 40C000, 0
0, 358, FFFF3FFF, FFFFFFFF
0, 359, C000, 0
0, 360, FFFF3FFF, FFFFFFFF
0, 361, C000, 0
0, 362, FFFF3FFF, FFFFFFFF
0, 363, C000, 0
0, 364, FF7F3FFF, FFFFFFFF
0, 365, 8000C000, 0
0, 366, FFFF3FFF, FFFFFFFF
0, 367, 8000C000, 0
0, 368, FF7F3FFF, FFFFFFFF
0, 369, C000, 0
0, 370, FFBF3FFF, FFFFFFFF
0, 371, C000, 0
0, 372, FFFF3FFF, FFFFFFFF
0, 373, C000, 0
0, 374, FFFF3FFF, FFFFFFFF
0, 375, 40C000, 0
0, 376, FFFF3FFF, FFFFFFFF
0, 377, 80C000, 0
0, 378, FFBF3FFF, FFFFFFFF
0, 379, C000, 0
0, 380, FFBF3FFF, FFFFFFFF
0, 381, 80C000, 0
0, 382, FFFF3FFF, FFFFFFFF
0, 383, C000, 0
0, 384, FF7F3FFF, FFFFFFFF
0, 385, 80C000, 0
0, 386, FFBF3FFF, FFFFFFFF
0, 387, 40C000, 0
0, 388, FFBF3FFF, FFFFFFFF
0, 389, 80C000, 0
0, 390, FFFF3FFF, FFFFFFFF
0, 391, C0C000, 0
0, 392, FFFF3FFF, FFFFFFFF
0, 393, C000, 0
0, 394, FFFF3FFF, FFFFFFFF
0, 395, 80C000, 0
0, 396, FFFF3FFF, FFFFFFFF
0, 397, 8000C000, 0
0, 398, FFFF3FFF, FFFFFFFF
0, 399, 8000C000, 0
0, 400, FFFF3FFF, FFFFFFFF
0, 401, C000, 0
0, 402, FFBF3FFF, FFFFFFFF
0, 403, C000, 0
0, 404, FFBF3FFF, FFFFFFFF
0, 405, 8000C000, 0
0, 406, FF7F3FFF, FFFFFFFF
0, 407, 40C000, 0
0, 408, FFFF3FFF, FFFFFFFF
0, 409, 80C000, 0
0, 410, FFBF3FFF, FFFFFFFF
0, 411, C000, 0
0, 412, FFFF3FFF, FFFFFFFF
0, 413, C0C000, 0
0, 414, FFFF3FFF, FFFFFFFF
0, 415, 80C000, 0
0, 416, FFFF3FFF, FFFFFFFF
0, 417, C000, 0
0, 418, FF7F3FFF, FFFFFFFF
0, 419, C000, 0
0, 420, FFFF3FFF, FFFFFFFF
0, 421, 8000C000, 0
0, 422, FF7F3FFF, FFFFFFFF
0, 423, 8000C000, 0
0, 424, FFFF3FFF, FFFFFFFF
0, 425, C000, 0
0, 426, FF7F3FFF, FFFFFFFF
0, 427, C000, 0
0, 428, FF7F3FFF, FFFFFFFF
0, 429, 8000C000, 0
0, 430, FF7F3FFF, FFFFFFFF
0, 431, 80C000, 0
0, 432, FFBF3FFF, FFFFFFFF
0, 433, C000, 0
0, 434, FFFF3FFF, FFFFFFFF
0, 435, C000, 0
0, 436, FFFF3FFF, FFFFFFFF
0, 437, C000, 0
0, 438, FFFF3FFF, FFFFFFFF
0, 439, 8000C000, 0
0, 440, FFFF3FFF, FFFFFFFF
0, 441, C000, 0
0, 442, FFBF3FFF, FFFFFFFF
0, 443, C000, 0
0, 444, FFBF3FFF, FFFFFFFF
0, 445, 80C000, 0
0, 446, FFFF3FFF, FFFFFFFF
0, 447, C000, 0
0, 448, FF7F3FFF, FFFFFFFF
0, 449, C000, 0
0, 450, FF7F3FFF, FFFFFFFF
0, 451, C000, 0
0, 452, FFFF3FFF, FFFFFFFF
0, 453, 80C000, 0
0, 454, FFFF3FFF, FFFFFFFF
0, 455, C000, 0
0, 456, FFFF3FFF, FFFFFFFF
0, 457, C000, 0
0, 458, FFFF3FFF, FFFFFFFF
0, 459, C000, 0
0, 460, FFFF3FFF, FFFFFFFF
0, 461, 80C000, 0
0, 462, FFFF3FFF, FFFFFFFF
0, 463, C000, 0
0, 464, FFBF3FFF, FFFFFFFF
0, 465, C000, 0
0, 466, FFFF3FFF, FFFFFFFF
0, 467, C000, 0
0, 468, FF7F3FFF, FFFFFFFF
0, 469, C000, 0
0, 470, FFFF3FFF, FFFFFFFF
0, 471, 8040C000, 0
0, 472, FF7F3FFF, FFFFFFFF
0, 473, C000, 0
0, 474, FFFF3FFF, FFFFFFFF
0, 475, C000, 0
0, 476, FFFF3FFF, FFFFFFFF
0, 477, 8000C000, 0
0, 478, FFFF3FFF, FFFFFFFF
0, 479, 8000C000, 0
0, 480, FFFF3FFF, FFFFFFFF
0, 481, C000, 0
0, 482, FFFF3FFF, FFFFFFFF
0, 483, C000, 0
0, 484, FFFF3FFF, FFFFFFFF
0, 485, C000, 0
0, 486, FF7F3FFF, FFFFFFFF
0, 487, C000, 0
0, 488, FFFF3FFF, FFFFFFFF
0, 489, 40C000, 0
0, 490, FFFF3FFF, FFFFFFFF
0, 491, 80C000, 0
0, 492, FFFF3FFF, FFFFFFFF
0, 493, C000, 0
0, 494, FFFF3FFF, FFFFFFFF
0, 495, 8000C000, 0
0, 496, FFFF3FFF, FFFFFFFF
0, 497, C000, 0
0, 498, FFFF3FFF, FFFFFFFF
0, 499, 80C000, 0
0, 500, FFFF3FFF, FFFFFFFF
0, 501, 8000C000, 0
0, 502, FFFF3FFF, FFFFFFFF
0, 503, C000, 0
0, 504, FFFF3FFF, FFFFFFFF
0, 505, 80C000, 0
0, 506, FFBF3FFF, FFFFFFFF
0, 507, 80C000, 0
0, 508, FFBF3FFF, FFFFFFFF
0, 509, C000, 0
0, 510, FFFF3FFF, FFFFFFFF
0, 511, 8000C000, 0
0, 512, FFFF3FFF, FFFFFFFF
0, 513, C000, 0
0, 514, FFFF3FFF, FFFFFFFF
0, 515, C000, 0
0, 516, FF7F3FFF, FFFFFFFF
0, 517, 8000C000, 0
0, 518, FF7F3FFF, FFFFFFFF
0, 519, C000, 0
0, 520, FFFF3FFF, FFFFFFFF
0, 521, C000, 0
0, 522, FFFF3FFF, FFFFFFFF
0, 523, C000, 0
0, 524, FFFF3FFF, FFFFFFFF
0, 525, C000, 0
0, 526, FFBF3FFF, FFFFFFFF
0, 527, C000, 0
0, 528, FF7F3FFF, FFFFFFFF
0, 529, C000, 0
0, 530, FFFF3FFF, FFFFFFFF
0, 531, C000, 0
0, 532, FFBF3FFF, FFFFFFFF
0, 533, C000, 0
0, 534, FF7F3FFF, FFFFFFFF
0, 535, 40C000, 0
0, 536, FFFF3FFF, FFFFFFFF
0, 537, C000, 0
0, 538, FFFF3FFF, FFFFFFFF
0, 539, C000, 0
0, 540, FF3F3FFF, FFFFFFFF
0, 541, 40C000, 0
0, 542, FFFF3FFF, FFFFFFFF
0, 543, 80C000, 0
0, 544, FFFF3FFF, FFFFFFFF
0, 545, C000, 0
0, 546, FFFF3FFF, FFFFFFFF
0, 547, C000, 0
0, 548, FFFF3FFF, FFFFFFFF
0, 549, 8000C000, 0
0, 550, FF7F3FFF, FFFFFFFF
0, 551, 80C000, 0
0, 552, FFFF3FFF, FFFFFFFF
0, 553, C000, 0
0, 554, FF7F3FFF, FFFFFFFF
0, 555, 40C000, 0
0, 556, FFFF3FFF, FFFFFFFF
0, 557, 40C000, 0
0, 558, FFFF3FFF, FFFFFFFF
0, 559, C000, 0
0, 560, FFBF3FFF, FFFFFFFF
0, 561, C000, 0
0, 562, FFFF3FFF, FFFFFFFF
0, 563, 80C000, 0
0, 564, FFFF3FFF, FFFFFFFF
0, 565, C000, 0
0, 566, FFFF3FFF, FFFFFFFF
0, 567, 40C000, 0
0, 568, FFFF3FFF, FFFFFFFF
0, 569, C000, 0
0, 570, FFBF3FFF, FFFFFFFF
0, 571, C000, 0
0, 572, FFBF3FFF, FFFFFFFF
0, 573, 8000C000, 0
0, 574, FFFF3FFF, FFFFFFFF
0, 575, C000, 0
0, 576, FFFF3FFF, FFFFFFFF
0, 577, C000, 0
0, 578, FFFF3FFF, FFFFFFFF
0, 579, C000, 0
0, 580, FFBF3FFF, FFFFFFFF
0, 581, 8000C000, 0
0, 582, FFFF3FFF, FFFFFFFF
0, 583, C000, 0
0, 584, FFFF3FFF, FFFFFFFF
0, 585, C000, 0
0, 586, FF7F3FFF, FFFFFFFF
0, 587, C000, 0
0, 588, FFFF3FFF, FFFFFFFF
0, 589, 8000C000, 0
0, 590, FFFF3FFF, FFFFFFFF
0, 591, C000, 0
0, 592, FFBF3FFF, FFFFFFFF
0, 593, C000, 0
0, 594, FFBF3FFF, FFFFFFFF
0, 595, C000, 0
0, 596, FFFF3FFF, FFFFFFFF
0, 597, 8000C000, 0
0, 598, FF7F3FFF, FFFFFFFF
0, 599, 40C000, 0
0, 600, FF7F3FFF, FFFFFFFF
0, 601, C000, 0
0, 602, FFBF3FFF, FFFFFFFF
0, 603, C000, 0
0, 604, FFFF3FFF, FFFFFFFF
0, 605, 40C000, 0
0, 606, FF7F3FFF, FFFFFFFF
0, 607, C000, 0
0, 608, FFFF3FFF, FFFFFFFF
0, 609, C000, 0
0, 610, FFFF3FFF, FFFFFFFF
0, 611, C000, 0
0, 612, FFFF3FFF, FFFFFFFF
0, 613, 80C000, 0
0, 614, FFBF3FFF, FFFFFFFF
0, 615, C000, 0
0, 616, FF7F3FFF, FFFFFFFF
0, 617, 40C000, 0
0, 618, FFFF3FFF, FFFFFFFF
0, 619, C000, 0
0, 620, FF7F3FFF, FFFFFFFF
0, 621, C000, 0
0, 622, FFFF3FFF, FFFFFFFF
0, 623, C000, 0
0, 624, FFFF3FFF, FFFFFFFF
0, 625, C000, 0
0, 626, FFBF3FFF, FFFFFFFF
0, 627, C000, 0
0, 628, FF7F3FFF, FFFFFFFF
0, 629, C000, 0
0, 630, FFFF3FFF, FFFFFFFF
0, 631, 80C000, 0
0, 632, FFFF3FFF, FFFFFFFF
0, 633, 80C000, 0
0, 634, FFBF3FFF, FFFFFFFF
0, 635, 80C000, 0
0, 636, FFBF3FFF, FFFFFFFF
0, 637, 8040C000, 0
0, 638, FFFF3FFF, FFFFFFFF
0, 639, C000, 0
0, 640, FFFF3FFF, FFFFFFFF
0, 641, C000, 0
0, 642, FFFF3FFF, FFFFFFFF
0, 643, C000, 0
0, 644, FFFF3FFF, FFFFFFFF
0, 645, C0C000, 0
0, 646, FF7F3FFF, FFFFFFFF
0, 647, C000, 0
0, 648, FFFF3FFF, FFFFFFFF
0, 649, C000, 0
0, 650, FF7F3FFF, FFFFFFFF
0, 651, C000, 0
0, 652, FFFF3FFF, FFFFFFFF
0, 653, 80C000, 0
0, 654, FFFF3FFF, FFFFFFFF
0, 655, C000, 0
0, 656, FFBF3FFF, FFFFFFFF
0, 657, C000, 0
0, 658, FFBF3FFF, FFFFFFFF
0, 659, C000, 0
0, 660, FFFF3FFF, FFFFFFFF
0, 661, C000, 0
0, 662, FFFF3FFF, FFFFFFFF
0, 663, 80C000, 0
0, 664, FFFF3FFF, FFFFFFFF
0, 665, C000, 0
0, 666, FFBF3FFF, FFFFFFFF
0, 667, C000, 0
0, 668, FFFF3FFF, FFFFFFFF
0, 669, C0C000, 0
0, 670, FFFF3FFF, FFFFFFFF
0, 671, 80C000, 0
0, 672, FFFF3FFF, FFFFFFFF
0, 673, C000, 0
0, 674, FF7F3FFF, FFFFFFFF
0, 675, C000, 0
0, 676, FFBF3FFF, FFFFFFFF
0, 677, 8040C000, 0
0, 678, FFFF3FFF, FFFFFFFF
0, 679, C000, 0
0, 680, FFFF3FFF, FFFFFFFF
0, 681, C000, 0
0, 682, FF7F3FFF, FFFFFFFF
0, 683, C000, 0
0, 684, FFFF3FFF, FFFFFFFF
0, 685, 80C000, 0
0, 686, FFFF3FFF, FFFFFFFF
0, 687, C000, 0
0, 688, FF3F3FFF, FFFFFFFF
0, 689, 80C000, 0
0, 690, FFBF3FFF, FFFFFFFF
0, 691, C000, 0
0, 692, FFBF3FFF, FFFFFFFF
0, 693, C000, 0
0, 694, FFFF3FFF, FFFFFFFF
0, 695, 40C000, 0
0, 696, FFFF3FFF, FFFFFFFF
0, 697, C000, 0
0, 698, FFFF3FFF, FFFFFFFF
0, 699, C000, 0
0, 700, FFFF3FFF, FFFFFFFF
0, 701, C000, 0
0, 702, FFFF3FFF, FFFFFFFF
0, 703, 40C000, 0
0, 704, FFFF3FFF, FFFFFFFF
0, 705, C000, 0
0, 706, FFFF3FFF, FFFFFFFF
0, 707, C000, 0
0, 708, FFFF3FFF, FFFFFFFF
0, 709, C000, 0
0, 710, FFFF3FFF, FFFFFFFF
0, 711, C000, 0
0, 712, FFFF3FFF, FFFFFFFF
0, 713, 40C000, 0
0, 714, FFFF3FFF, FFFFFFFF
0, 715, C000, 0
0, 716, FFFF3FFF, FFFFFFFF
0, 717, 40C000, 0
0, 718, FFFF3FFF, FFFFFFFF
0, 719, C000, 0
0, 720, FFFF3FFF, FFFFFFFF
0, 721, C000, 0
0, 722, FFBF3FFF, FFFFFFFF
0, 723, 80C000, 0
0, 724, FFFF3FFF, FFFFFFFF
0, 725, C000, 0
0, 726, FFFF3FFF, FFFFFFFF
0, 727, 40C000, 0
0, 728, FFFF3FFF, FFFFFFFF
0, 729, C000, 0
0, 730, FFBF3FFF, FFFFFFFF
0, 731, 80C000, 0
0, 732, FFFF3FFF, FFFFFFFF
0, 733, 40C000, 0
0, 734, FF7F3FFF, FFFFFFFF
0, 735, 80C000, 0
0, 736, FFFF3FFF, FFFFFFFF
0, 737, 80C000, 0
0, 738, FFFF3FFF, FFFFFFFF
0, 739, C000, 0
0, 740, FFFF3FFF, FFFFFFFF
0, 741, C000, 0
0, 742, FFFF3FFF, FFFFFFFF
0, 743, C000, 0
0, 744, FFFF3FFF, FFFFFFFF
0, 745, C000, 0
0, 746, FFFF3FFF, FFFFFFFF
0, 747, 40C000, 0
0, 748, FFFF3FFF, FFFFFFFF
0, 749, C000, 0
0, 750, FF7F3FFF, FFFFFFFF
0, 751, 40C000, 0
0, 752, FF3F3FFF, FFFFFFFF
0, 753, 40C000, 0
0, 754, FFBF3FFF, FFFFFFFF
0, 755, C000, 0
0, 756, FFFF3FFF, FFFFFFFF
0, 757, C000, 0
0, 758, FFFF3FFF, FFFFFFFF
0, 759, 8040C000, 0
0, 760, FF7F3FFF, FFFFFFFF
0, 761, C000, 0
0, 762, FFFF3FFF, FFFFFFFF
0, 763, 80C000, 0
0, 764, FFBF3FFF, FFFFFFFF
0, 765, 40C000, 0
0, 766, FFFF3FFF, FFFFFFFF
0, 767, C000, 0
0, 768, FFFF3FFF, FFFFFFFF
0, 769, C000, 0
0, 770, FFFF3FFF, FFFFFFFF
0, 771, C000, 0
0, 772, FFFF3FFF, FFFFFFFF
0, 773, C000, 0
0, 774, FFBF3FFF, FFFFFFFF
0, 775, C000, 0
0, 776, FFFF3FFF, FFFFFFFF
0, 777, C000, 0
0, 778, FFFF3FFF, FFFFFFFF
0, 779, 8000C000, 0
0, 780, FFFF3FFF, FFFFFFFF
0, 781, C000, 0
0, 782, FFFF3FFF, FFFFFFFF
0, 783, 40C000, 0
0, 784, FFFF3FFF, FFFFFFFF
0, 785, C000, 0
0, 786, FFFF3FFF, FFFFFFFF
0, 787, C000, 0
0, 788, FFFF3FFF, FFFFFFFF
0, 789, C000, 0
0, 790, FFFF3FFF, FFFFFFFF
0, 791, 8040C000, 0
0, 792, FFFF3FFF, FFFFFFFF
0, 793, 80C000, 0
0, 794, FFBF3FFF, FFFFFFFF
0, 795, 80C000, 0
0, 796, FF3F3FFF, FFFFFFFF
0, 797, 40C000, 0
0, 798, FFFF3FFF, FFFFFFFF
0, 799, C000, 0
